Gene_id	median_trna_lenght
ENSG00000235643	1282.0
ENSG00000116661	722.0
ENSG00000132879	989.0
ENSG00000116663	924.0
ENSG00000116670	993.0
ENSG00000162490	7339.0
ENSG00000177674	925.5
ENSG00000215910	1871.0
ENSG00000177553	1865.0
ENSG00000177000	1537.0
ENSG00000011021	1001.0
ENSG00000242349	980.5
ENSG00000276470	172.0
ENSG00000278852	148.0
ENSG00000175206	845.0
ENSG00000275915	107.0
ENSG00000120937	691.0
ENSG00000224904	2636.0
ENSG00000199347	119.0
ENSG00000201801	119.0
ENSG00000116685	2537.0
ENSG00000083444	867.0
ENSG00000116688	562.5
ENSG00000270914	92.0
ENSG00000116691	949.0
ENSG00000202461	112.0
ENSG00000276869	64.0
ENSG00000243539	274.0
ENSG00000120949	2398.0
ENSG00000201135	103.0
ENSG00000227875	254.0
ENSG00000283789	95.0
ENSG00000028137	2063.0
ENSG00000263676	60.0
ENSG00000225196	315.0
ENSG00000252969	123.0
ENSG00000048707	2198.0
ENSG00000239149	151.0
ENSG00000229484	436.0
ENSG00000162496	928.0
ENSG00000221340	100.0
ENSG00000276830	66.0
ENSG00000272482	344.0
ENSG00000204518	1571.0
ENSG00000226166	111.0
ENSG00000188984	3743.5
ENSG00000157330	722.0
ENSG00000116726	1783.0
ENSG00000116721	1740.5
ENSG00000228338	376.0
ENSG00000239810	1841.0
ENSG00000231103	1413.0
ENSG00000179172	1106.0
ENSG00000120952	1638.0
ENSG00000243073	1824.0
ENSG00000187545	1521.0
ENSG00000204510	1572.5
ENSG00000207434	106.0
ENSG00000234064	1137.0
ENSG00000232423	1716.0
ENSG00000274178	1447.0
ENSG00000274764	1859.0
ENSG00000277058	1146.0
ENSG00000229571	1847.5
ENSG00000277862	1444.0
ENSG00000236179	889.0
ENSG00000275774	1146.0
ENSG00000229978	1057.0
ENSG00000233336	382.0
ENSG00000280267	1859.0
ENSG00000179412	881.0
ENSG00000204505	1859.0
ENSG00000279169	1465.5
ENSG00000279804	2064.0
ENSG00000250894	1368.0
ENSG00000270601	1716.0
ENSG00000231219	1066.0
ENSG00000207511	106.0
ENSG00000182330	1703.0
ENSG00000237700	1514.0
ENSG00000204501	1861.0
ENSG00000228229	382.0
ENSG00000204481	1508.0
ENSG00000204480	1230.0
ENSG00000204479	1575.0
ENSG00000204478	1546.0
ENSG00000162494	2207.0
ENSG00000259961	474.0
ENSG00000215909	369.0
ENSG00000162493	1070.5
ENSG00000222952	100.0
ENSG00000237445	377.0
ENSG00000253085	129.0
ENSG00000116731	678.0
ENSG00000189337	3635.0
ENSG00000252151	102.0
ENSG00000231606	280.0
ENSG00000234593	760.0
ENSG00000235829	324.0
ENSG00000175147	4934.5
ENSG00000171729	1848.0
ENSG00000204464	346.0
ENSG00000215720	708.0
ENSG00000278480	964.0
ENSG00000142621	1320.5
ENSG00000233485	3103.0
ENSG00000236045	725.0
ENSG00000228140	5175.0
ENSG00000142634	1654.5
ENSG00000162438	760.0
ENSG00000142615	583.0
ENSG00000215704	620.5
ENSG00000132906	1102.0
ENSG00000116138	2588.5
ENSG00000251866	139.0
ENSG00000272510	345.0
ENSG00000116771	2493.0
ENSG00000237301	2843.0
ENSG00000235084	446.0
ENSG00000252417	67.0
ENSG00000236500	224.0
ENSG00000197312	1060.0
ENSG00000215695	1853.0
ENSG00000271742	255.0
ENSG00000116786	2517.5
ENSG00000237938	680.0
ENSG00000162461	608.0
ENSG00000224459	637.0
ENSG00000162460	1104.0
ENSG00000162458	573.0
ENSG00000224321	489.0
ENSG00000233954	2179.0
ENSG00000178715	437.0
ENSG00000179743	2471.0
ENSG00000065526	1402.0
ENSG00000270620	210.0
ENSG00000116809	750.5
ENSG00000234607	562.0
ENSG00000231353	259.0
ENSG00000275503	235.0
ENSG00000224966	954.0
ENSG00000183888	3037.0
ENSG00000233078	464.0
ENSG00000173641	2125.0
ENSG00000186510	1978.0
ENSG00000232456	699.0
ENSG00000184908	1823.0
ENSG00000185519	1378.5
ENSG00000142627	831.0
ENSG00000227959	902.0
ENSG00000224621	542.0
ENSG00000234166	437.0
ENSG00000142632	797.5
ENSG00000237276	353.0
ENSG00000132881	936.0
ENSG00000233929	185.0
ENSG00000037637	2033.5
ENSG00000055070	812.5
ENSG00000226457	380.0
ENSG00000187144	1446.5
ENSG00000157191	844.5
ENSG00000226029	3243.0
ENSG00000080947	1622.0
ENSG00000206652	163.0
ENSG00000261135	1109.0
ENSG00000224174	325.0
ENSG00000233421	1186.0
ENSG00000277344	143.0
ENSG00000268991	509.0
ENSG00000225710	879.0
ENSG00000219481	2752.0
ENSG00000271732	338.0
ENSG00000215908	2023.0
ENSG00000283773	164.0
ENSG00000186301	2273.0
ENSG00000282143	814.0
ENSG00000207513	163.0
ENSG00000237847	509.0
ENSG00000280114	1346.0
ENSG00000236698	434.0
ENSG00000268869	1168.0
ENSG00000279151	403.0
ENSG00000279132	509.0
ENSG00000282740	816.0
ENSG00000058453	775.0
ENSG00000227684	532.5
ENSG00000207389	163.0
ENSG00000186715	2168.0
ENSG00000223643	641.0
ENSG00000230239	879.0
ENSG00000263811	72.0
ENSG00000228549	826.0
ENSG00000277234	143.0
ENSG00000238142	344.0
ENSG00000235241	507.0
ENSG00000207005	163.0
ENSG00000272426	437.0
ENSG00000117122	819.5
ENSG00000226526	634.0
ENSG00000159363	952.0
ENSG00000117118	667.5
ENSG00000117115	2995.0
ENSG00000204362	2629.5
ENSG00000282843	1223.0
ENSG00000142623	3122.0
ENSG00000142619	3173.0
ENSG00000266634	86.0
ENSG00000159339	509.0
ENSG00000276747	2380.0
ENSG00000179051	2018.0
ENSG00000227751	309.0
ENSG00000074964	3002.0
ENSG00000236648	606.0
ENSG00000117148	1763.0
ENSG00000261781	2468.0
ENSG00000117154	1401.5
ENSG00000280222	6472.0
ENSG00000230035	426.0
ENSG00000225387	489.0
ENSG00000179023	5144.0
ENSG00000235282	265.0
ENSG00000225478	222.0
ENSG00000009709	2252.0
ENSG00000179002	2536.0
ENSG00000255275	4342.0
ENSG00000159423	2016.5
ENSG00000265606	73.0
ENSG00000221662	77.0
ENSG00000169991	992.0
ENSG00000272084	3401.0
ENSG00000127481	883.0
ENSG00000230424	505.0
ENSG00000127463	676.0
ENSG00000053372	575.0
ENSG00000211454	1269.0
ENSG00000162482	1703.0
ENSG00000270728	523.0
ENSG00000053371	986.0
ENSG00000200403	106.0
ENSG00000040487	1522.0
ENSG00000077549	849.0
ENSG00000240490	287.0
ENSG00000201609	140.0
ENSG00000235185	205.0
ENSG00000173436	615.0
ENSG00000270136	900.0
ENSG00000226396	454.0
ENSG00000158747	727.0
ENSG00000158748	1981.0
ENSG00000162542	969.0
ENSG00000178828	1249.0
ENSG00000235434	445.0
ENSG00000169914	462.0
ENSG00000188784	781.0
ENSG00000242688	300.0
ENSG00000188257	897.0
ENSG00000127472	1020.5
ENSG00000117215	2260.5
ENSG00000158786	3422.5
ENSG00000227066	1786.0
ENSG00000187980	450.0
ENSG00000225986	508.0
ENSG00000162543	5569.0
ENSG00000228105	478.0
ENSG00000158816	2907.0
ENSG00000226664	227.0
ENSG00000236963	1000.0
ENSG00000226487	373.0
ENSG00000162545	1572.0
ENSG00000090432	2434.0
ENSG00000215520	762.0
ENSG00000183114	2571.0
ENSG00000158825	859.0
ENSG00000158828	2652.0
ENSG00000284005	109.0
ENSG00000117242	4440.0
ENSG00000244038	1358.0
ENSG00000117245	1799.0
ENSG00000235432	475.0
ENSG00000189410	559.0
ENSG00000233069	297.0
ENSG00000127483	737.5
ENSG00000075151	1300.5
ENSG00000251914	61.0
ENSG00000221808	118.0
ENSG00000233072	384.0
ENSG00000236073	114.0
ENSG00000235112	294.0
ENSG00000117298	670.0
ENSG00000236936	720.0
ENSG00000231105	2476.0
ENSG00000236216	375.0
ENSG00000228823	647.0
ENSG00000236009	603.0
ENSG00000227001	656.0
ENSG00000187952	1233.0
ENSG00000186543	825.0
ENSG00000142794	1414.0
ENSG00000176378	326.0
ENSG00000162551	2120.0
ENSG00000233431	819.0
ENSG00000076864	3213.0
ENSG00000090686	675.0
ENSG00000231978	306.0
ENSG00000187942	1174.0
ENSG00000142798	624.5
ENSG00000232037	482.0
ENSG00000283234	1001.5
ENSG00000219073	690.5
ENSG00000273610	296.0
ENSG00000201919	103.0
ENSG00000142789	645.0
ENSG00000278124	296.0
ENSG00000201273	103.0
ENSG00000228397	859.5
ENSG00000218510	796.5
ENSG00000070831	1446.0
ENSG00000230068	690.0
ENSG00000271428	487.0
ENSG00000271840	747.0
ENSG00000162552	678.0
ENSG00000266564	61.0
ENSG00000234397	491.0
ENSG00000279625	1852.0
ENSG00000184677	8509.5
ENSG00000237200	271.0
ENSG00000070886	3361.5
ENSG00000276835	108.0
ENSG00000173372	974.0
ENSG00000159189	1160.0
ENSG00000173369	1007.0
ENSG00000133216	3136.0
ENSG00000265422	81.0
ENSG00000225952	478.0
ENSG00000264014	67.0
ENSG00000215906	1564.5
ENSG00000227868	507.0
ENSG00000004487	1854.0
ENSG00000240553	664.0
ENSG00000263793	67.0
ENSG00000266802	76.0
ENSG00000169641	3712.0
ENSG00000229010	817.0
ENSG00000206935	106.0
ENSG00000252578	100.0
ENSG00000179546	2834.0
ENSG00000215381	459.0
ENSG00000261326	2920.5
ENSG00000125944	1706.5
ENSG00000125945	3926.0
ENSG00000249087	531.0
ENSG00000201405	92.0
ENSG00000271420	649.0
ENSG00000204219	780.0
ENSG00000232482	423.0
ENSG00000088280	915.0
ENSG00000007968	2866.0
ENSG00000235052	454.0
ENSG00000117318	890.0
ENSG00000197880	1022.0
ENSG00000229239	1179.0
ENSG00000142676	717.0
ENSG00000011007	3786.5
ENSG00000236810	763.0
ENSG00000057757	1288.0
ENSG00000011009	845.5
ENSG00000117308	876.0
ENSG00000117305	1347.0
ENSG00000179163	2039.0
ENSG00000188822	5252.0
ENSG00000229106	1266.0
ENSG00000232557	208.0
ENSG00000264926	77.0
ENSG00000230228	367.0
ENSG00000189266	594.0
ENSG00000188529	1136.0
ENSG00000215905	326.0
ENSG00000225315	450.0
ENSG00000142661	3881.5
ENSG00000230703	458.0
ENSG00000142677	2791.0
ENSG00000185436	1469.0
ENSG00000230023	1846.0
ENSG00000232298	851.0
ENSG00000158055	1668.0
ENSG00000001460	788.0
ENSG00000001461	1699.0
ENSG00000117602	2382.0
ENSG00000264443	1442.0
ENSG00000184454	4004.0
ENSG00000227312	347.0
ENSG00000239106	102.0
ENSG00000133226	716.0
ENSG00000169504	1691.0
ENSG00000238482	106.0
ENSG00000020633	2622.0
ENSG00000278034	71.0
ENSG00000229162	817.0
ENSG00000261025	2442.0
ENSG00000264371	83.0
ENSG00000233755	549.5
ENSG00000233419	401.0
ENSG00000231953	986.0
ENSG00000117614	1129.0
ENSG00000117616	697.0
ENSG00000272432	484.0
ENSG00000261349	457.0
ENSG00000187010	1446.0
ENSG00000224183	479.0
ENSG00000259984	457.0
ENSG00000183726	876.5
ENSG00000188672	1134.5
ENSG00000238084	477.0
ENSG00000204178	3285.0
ENSG00000157978	910.0
ENSG00000225643	481.0
ENSG00000117643	2532.0
ENSG00000233478	2222.0
ENSG00000162430	4200.0
ENSG00000255054	447.5
ENSG00000228172	513.0
ENSG00000117640	809.0
ENSG00000127423	1388.0
ENSG00000272478	221.0
ENSG00000236528	847.0
ENSG00000182749	3295.0
ENSG00000207302	109.0
ENSG00000117632	1132.0
ENSG00000229786	250.0
ENSG00000223624	139.0
ENSG00000283938	92.0
ENSG00000158006	741.0
ENSG00000207237	103.0
ENSG00000252190	124.0
ENSG00000252691	83.0
ENSG00000158008	777.0
ENSG00000158014	2486.0
ENSG00000284309	939.0
ENSG00000158022	1561.5
ENSG00000175087	3406.0
ENSG00000197245	2856.0
ENSG00000282872	551.0
ENSG00000236782	621.0
ENSG00000142684	684.0
ENSG00000142675	745.0
ENSG00000188782	1821.0
ENSG00000236155	870.0
ENSG00000278572	896.0
ENSG00000130695	2377.0
ENSG00000270733	357.0
ENSG00000142669	1212.0
ENSG00000158062	1658.5
ENSG00000169442	466.0
ENSG00000176092	790.0
ENSG00000225854	345.0
ENSG00000176083	932.0
ENSG00000131914	3728.5
ENSG00000117682	624.0
ENSG00000223583	534.0
ENSG00000225891	525.0
ENSG00000198830	986.5
ENSG00000224129	896.0
ENSG00000117676	580.5
ENSG00000238705	51.0
ENSG00000243905	303.0
ENSG00000252802	101.0
ENSG00000252429	63.0
ENSG00000229247	237.0
ENSG00000238316	103.0
ENSG00000235069	234.0
ENSG00000260063	1999.0
ENSG00000117713	2693.0
ENSG00000060642	820.0
ENSG00000241188	290.0
ENSG00000204160	994.0
ENSG00000175793	1319.0
ENSG00000142751	734.0
ENSG00000226698	304.0
ENSG00000198746	543.0
ENSG00000090273	812.5
ENSG00000131910	1154.0
ENSG00000175707	1717.5
ENSG00000172746	495.0
ENSG00000224064	396.0
ENSG00000225294	443.0
ENSG00000253368	1264.5
ENSG00000158246	2366.0
ENSG00000090020	1529.5
ENSG00000229985	526.0
ENSG00000214973	639.0
ENSG00000225159	866.0
ENSG00000225990	219.0
ENSG00000224311	376.0
ENSG00000142784	4259.0
ENSG00000252098	103.0
ENSG00000243659	280.0
ENSG00000186501	1505.0
ENSG00000206888	106.0
ENSG00000241547	467.0
ENSG00000142765	1863.0
ENSG00000142733	1730.5
ENSG00000142748	994.0
ENSG00000174950	987.0
ENSG00000231207	353.0
ENSG00000181773	2113.0
ENSG00000158195	3371.0
ENSG00000241169	426.0
ENSG00000237429	281.0
ENSG00000126705	543.0
ENSG00000000938	2008.0
ENSG00000235912	191.0
ENSG00000233975	439.0
ENSG00000126709	823.0
ENSG00000225886	546.5
ENSG00000206767	106.0
ENSG00000226662	661.0
ENSG00000207095	104.0
ENSG00000009780	1040.0
ENSG00000231344	348.0
ENSG00000230833	675.0
ENSG00000117758	699.0
ENSG00000269971	183.0
ENSG00000270031	358.0
ENSG00000223062	105.0
ENSG00000117751	2337.0
ENSG00000252947	165.0
ENSG00000130775	1078.0
ENSG00000117748	1153.0
ENSG00000130768	1572.5
ENSG00000227050	486.0
ENSG00000158156	1501.0
ENSG00000158161	2117.0
ENSG00000238231	366.0
ENSG00000240750	296.0
ENSG00000228589	680.0
ENSG00000228943	233.0
ENSG00000214812	555.0
ENSG00000253005	104.0
ENSG00000169403	4188.0
ENSG00000126698	749.0
ENSG00000130770	566.0
ENSG00000270605	1944.0
ENSG00000271398	424.0
ENSG00000130766	3443.0
ENSG00000130772	859.0
ENSG00000204138	1849.0
ENSG00000206779	100.0
ENSG00000229820	393.0
ENSG00000221216	118.0
ENSG00000180198	1086.0
ENSG00000242125	2198.0
ENSG00000274266	205.0
ENSG00000200087	203.0
ENSG00000231468	609.0
ENSG00000279443	2082.0
ENSG00000180098	1061.0
ENSG00000197989	730.5
ENSG00000221539	73.0
ENSG00000278274	129.0
ENSG00000273544	131.0
ENSG00000274582	136.0
ENSG00000280498	134.0
ENSG00000120656	1083.5
ENSG00000188060	1401.5
ENSG00000229388	654.0
ENSG00000270103	130.0
ENSG00000274978	133.0
ENSG00000162419	1978.0
ENSG00000252777	129.0
ENSG00000198492	875.0
ENSG00000116329	5277.5
ENSG00000233427	1082.0
ENSG00000199756	109.0
ENSG00000159023	2834.0
ENSG00000225616	330.0
ENSG00000206704	100.0
ENSG00000277958	281.0
ENSG00000253304	2525.0
ENSG00000225750	276.0
ENSG00000116350	935.5
ENSG00000277916	168.0
ENSG00000116353	769.0
ENSG00000237934	570.0
ENSG00000060656	1576.0
ENSG00000230523	2145.0
ENSG00000225011	347.0
ENSG00000228176	496.0
ENSG00000270927	492.0
ENSG00000233399	1512.0
ENSG00000233372	549.0
ENSG00000231251	92.0
ENSG00000236335	504.0
ENSG00000231949	478.0
ENSG00000162510	940.0
ENSG00000186056	1506.0
ENSG00000162511	958.0
ENSG00000264773	76.0
ENSG00000229607	442.0
ENSG00000223382	1083.0
ENSG00000222784	287.0
ENSG00000235143	1745.0
ENSG00000162512	1080.5
ENSG00000266210	266.0
ENSG00000134644	808.0
ENSG00000237329	506.0
ENSG00000232768	162.0
ENSG00000215900	250.0
ENSG00000225142	435.0
ENSG00000084628	564.0
ENSG00000060688	741.0
ENSG00000229447	436.0
ENSG00000121766	1527.0
ENSG00000229044	436.0
ENSG00000121769	653.5
ENSG00000168528	2057.0
ENSG00000215899	1341.0
ENSG00000206981	106.0
ENSG00000260386	1235.0
ENSG00000265961	113.0
ENSG00000284543	549.0
ENSG00000229167	588.0
ENSG00000142910	923.0
ENSG00000121764	1635.0
ENSG00000162517	742.5
ENSG00000235790	690.0
ENSG00000264078	478.0
ENSG00000084636	731.0
ENSG00000121753	2926.0
ENSG00000266580	75.0
ENSG00000254545	535.0
ENSG00000134668	2014.0
ENSG00000203620	2255.0
ENSG00000269967	585.0
ENSG00000184007	661.5
ENSG00000228634	515.0
ENSG00000121774	2353.5
ENSG00000203325	621.0
ENSG00000121775	1531.0
ENSG00000266203	58.0
ENSG00000276493	290.0
ENSG00000025800	2441.5
ENSG00000250135	665.0
ENSG00000084652	4922.5
ENSG00000160050	1083.0
ENSG00000224066	711.0
ENSG00000160051	2085.0
ENSG00000222046	1598.0
ENSG00000160055	1022.0
ENSG00000084623	687.0
ENSG00000220785	1703.5
ENSG00000183615	934.0
ENSG00000182866	922.0
ENSG00000277617	259.0
ENSG00000252450	109.0
ENSG00000116478	747.5
ENSG00000175130	1697.0
ENSG00000233775	685.0
ENSG00000162526	492.0
ENSG00000225828	569.5
ENSG00000160058	793.5
ENSG00000224333	1006.0
ENSG00000270850	340.0
ENSG00000229259	1797.0
ENSG00000263529	300.0
ENSG00000254553	3437.0
ENSG00000273274	12830.0
ENSG00000160062	4504.0
ENSG00000176261	591.0
ENSG00000200591	101.0
ENSG00000162521	688.0
ENSG00000162520	1193.5
ENSG00000224409	393.0
ENSG00000162522	5286.0
ENSG00000134684	1096.5
ENSG00000116497	559.5
ENSG00000160097	633.0
ENSG00000121905	536.0
ENSG00000121900	752.5
ENSG00000116514	2551.0
